Facility ID,Name,Address,License Type,License Number,Last Inspection Date,Inspection Purpose,Total Violations,Critical Violations,Violation Details
240,CENTRAL FALLS HIGH SCHOOL,24 SUMMER ST CENTRAL FALLS RI 02863,Food Service (Non-Profit),FSV02821,03-03-2025,Routine,6,0,"52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected"
241,ASHTON SCHOOL,SCOTT ROAD CUMBERLAND RI 02864,Food Service (Non-Profit),FSV02970,09-29-2025,Routine,6,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean"
241,ASHTON SCHOOL,SCOTT ROAD CUMBERLAND RI 02864,Food Service (Non-Profit),FSV02970,07-01-2025,Follow-up,5,2,"51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display"
241,ASHTON SCHOOL,SCOTT ROAD CUMBERLAND RI 02864,Food Service (Non-Profit),FSV02970,03-03-2025,Environmental Complaint,6,2,"52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 49 - non-food contact surfaces clean"
241,ASHTON SCHOOL,SCOTT ROAD CUMBERLAND RI 02864,Food Service (Non-Profit),FSV02970,12-03-2024,Follow-up,3,0,51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed
242,PONAGANSET HIGH SCHOOL,137 ANAN WADE ROAD SCITUATE RI 02857,Food Service (Non-Profit),FSV03166,09-29-2025,Re-Inspection,8,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
242,PONAGANSET HIGH SCHOOL,137 ANAN WADE ROAD SCITUATE RI 02857,Food Service (Non-Profit),FSV03166,07-01-2025,Re-Inspection,6,1,"55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures"
242,PONAGANSET HIGH SCHOOL,137 ANAN WADE ROAD SCITUATE RI 02857,Food Service (Non-Profit),FSV03166,04-02-2025,Environmental Complaint,6,1,"22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed"
243,WILLIAM D ABATE SCHOOL,60 KOSSUTH STREET PROVIDENCE RI 02909,Food Service (Non-Profit),FSV05062,08-30-2025,Follow-up,5,2,"52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures"
243,WILLIAM D ABATE SCHOOL,60 KOSSUTH STREET PROVIDENCE RI 02909,Food Service (Non-Profit),FSV05062,07-01-2025,Routine,3,0,"22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
243,WILLIAM D ABATE SCHOOL,60 KOSSUTH STREET PROVIDENCE RI 02909,Food Service (Non-Profit),FSV05062,04-02-2025,Re-Inspection,5,1,"15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device"
244,ACCESS POINT RI / CORNERSTONE SCHOOL,665 DYER AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV06660,09-29-2025,Routine,6,1,"51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures"
244,ACCESS POINT RI / CORNERSTONE SCHOOL,665 DYER AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV06660,07-01-2025,Follow-up,4,1,"10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 15 - food separated and protected | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
244,ACCESS POINT RI / CORNERSTONE SCHOOL,665 DYER AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV06660,03-03-2025,Re-Inspection,6,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned"
244,ACCESS POINT RI / CORNERSTONE SCHOOL,665 DYER AVE CRANSTON RI 02920,Food Service (Non-Profit),FSV06660,01-02-2025,Environmental Complaint,3,0,15 - food separated and protected | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible
245,MARCHETTIS RESTAURANT,1463 PARK AVENUE CRANSTON RI 02920,Seats - 50 or More,FSV07041,08-30-2025,Routine,4,2,51 - plumbing installed: proper backflow device | 15 - food separated and protected | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible
245,MARCHETTIS RESTAURANT,1463 PARK AVENUE CRANSTON RI 02920,Seats - 50 or More,FSV07041,07-01-2025,Routine,2,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned"
245,MARCHETTIS RESTAURANT,1463 PARK AVENUE CRANSTON RI 02920,Seats - 50 or More,FSV07041,03-03-2025,Routine,4,0,"49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures"
245,MARCHETTIS RESTAURANT,1463 PARK AVENUE CRANSTON RI 02920,Seats - 50 or More,FSV07041,12-03-2024,Routine,4,0,"55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 15 - food separated and protected"
246,MEKONG MARKET,314 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 1-2,MRK02057,08-30-2025,Re-Inspection,7,0,"49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 15 - food separated and protected | 52 - sewage & waste water properly disposed"
246,MEKONG MARKET,314 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 1-2,MRK02057,07-01-2025,Follow-up,6,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean"
246,MEKONG MARKET,314 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 1-2,MRK02057,04-02-2025,Routine,5,1,"49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display"
246,MEKONG MARKET,314 BROAD STREET PROVIDENCE RI 02907,Cash Registers - 1-2,MRK02057,12-03-2024,Environmental Complaint,4,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures"
247,ALAN SHAWN FEINSTEIN MIDDLE SCHOOL,15 FOSTER DRIVE COVENTRY RI 02816,Food Service (Non-Profit),FSV22982,08-30-2025,Follow-up,5,2,"15 - food separated and protected | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean"
247,ALAN SHAWN FEINSTEIN MIDDLE SCHOOL,15 FOSTER DRIVE COVENTRY RI 02816,Food Service (Non-Profit),FSV22982,07-01-2025,Routine,5,0,"22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible"
247,ALAN SHAWN FEINSTEIN MIDDLE SCHOOL,15 FOSTER DRIVE COVENTRY RI 02816,Food Service (Non-Profit),FSV22982,03-03-2025,Follow-up,5,2,"22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device"
247,ALAN SHAWN FEINSTEIN MIDDLE SCHOOL,15 FOSTER DRIVE COVENTRY RI 02816,Food Service (Non-Profit),FSV22982,12-03-2024,Environmental Complaint,0,0,None
248,DANNYS BAR,23 RAILROAD AVENUE WESTERLY RI 02891,Seats - 50 or More,FSV24759,08-30-2025,Re-Inspection,5,2,"52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned"
248,DANNYS BAR,23 RAILROAD AVENUE WESTERLY RI 02891,Seats - 50 or More,FSV24759,06-01-2025,Re-Inspection,5,1,"49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display"
248,DANNYS BAR,23 RAILROAD AVENUE WESTERLY RI 02891,Seats - 50 or More,FSV24759,03-03-2025,Environmental Complaint,3,0,"22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display"
248,DANNYS BAR,23 RAILROAD AVENUE WESTERLY RI 02891,Seats - 50 or More,FSV24759,12-03-2024,Environmental Complaint,5,0,"49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
249,PONAGANSET MIDDLE SCHOOL,PONAGANSET MIDDLE SCHOOL SCITUATE RI 02857,Food Service (Non-Profit),FSV24955,09-29-2025,Re-Inspection,5,0,"52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures"
249,PONAGANSET MIDDLE SCHOOL,PONAGANSET MIDDLE SCHOOL SCITUATE RI 02857,Food Service (Non-Profit),FSV24955,06-01-2025,Follow-up,3,0,"55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed"
249,PONAGANSET MIDDLE SCHOOL,PONAGANSET MIDDLE SCHOOL SCITUATE RI 02857,Food Service (Non-Profit),FSV24955,04-02-2025,Environmental Complaint,3,0,"22 - proper cold holding temperatures | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible"
250,GEMMAS MARKET,458 CRANSTON STREET PROVIDENCE RI 02907,Cash Registers - 1-2,MRK07306,08-30-2025,Routine,8,2,"15 - food separated and protected | 51 - plumbing installed: proper backflow device | 55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean"
250,GEMMAS MARKET,458 CRANSTON STREET PROVIDENCE RI 02907,Cash Registers - 1-2,MRK07306,07-01-2025,Routine,7,2,"22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device"
250,GEMMAS MARKET,458 CRANSTON STREET PROVIDENCE RI 02907,Cash Registers - 1-2,MRK07306,03-03-2025,Follow-up,6,2,"10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device"
251,SHOWCASE CINEMA WARWICK,1200 QUAKER LANE WARWICK RI 02886,Seats - 50 or More,FSV26636,09-29-2025,Routine,4,2,"52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned"
251,SHOWCASE CINEMA WARWICK,1200 QUAKER LANE WARWICK RI 02886,Seats - 50 or More,FSV26636,07-01-2025,Routine,4,1,"15 - food separated and protected | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
251,SHOWCASE CINEMA WARWICK,1200 QUAKER LANE WARWICK RI 02886,Seats - 50 or More,FSV26636,04-02-2025,Routine,2,0,15 - food separated and protected | 49 - non-food contact surfaces clean
252,GREGG'S RESTAURANTS,4120 QUAKER LANE NORTH KINGSTOWN RI 02852,Seats - 50 or More,FSV26688,08-30-2025,Re-Inspection,8,2,"55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device"
252,GREGG'S RESTAURANTS,4120 QUAKER LANE NORTH KINGSTOWN RI 02852,Seats - 50 or More,FSV26688,06-01-2025,Re-Inspection,7,1,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device"
252,GREGG'S RESTAURANTS,4120 QUAKER LANE NORTH KINGSTOWN RI 02852,Seats - 50 or More,FSV26688,04-02-2025,Follow-up,6,0,"49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected | 22 - proper cold holding temperatures"
253,YOUNG SING CHINESE RESTAURANT,192 GANSETT AVENUE CRANSTON RI 02910,Seats - Less than 50,FSV28279,09-29-2025,Routine,8,1,"51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean | 15 - food separated and protected"
253,YOUNG SING CHINESE RESTAURANT,192 GANSETT AVENUE CRANSTON RI 02910,Seats - Less than 50,FSV28279,07-01-2025,Environmental Complaint,8,1,"22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean"
253,YOUNG SING CHINESE RESTAURANT,192 GANSETT AVENUE CRANSTON RI 02910,Seats - Less than 50,FSV28279,04-02-2025,Environmental Complaint,8,2,"51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible"
254,LA CASONA RESTAURANT,768 BROAD ST CENTRAL FALLS RI 02863,Seats - 50 or More,FSV29257,09-29-2025,Follow-up,4,1,"49 - non-food contact surfaces clean | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures"
254,LA CASONA RESTAURANT,768 BROAD ST CENTRAL FALLS RI 02863,Seats - 50 or More,FSV29257,07-01-2025,Re-Inspection,2,0,51 - plumbing installed: proper backflow device | 15 - food separated and protected
254,LA CASONA RESTAURANT,768 BROAD ST CENTRAL FALLS RI 02863,Seats - 50 or More,FSV29257,03-03-2025,Routine,2,0,15 - food separated and protected | 51 - plumbing installed: proper backflow device
255,MAISIE QUINN ELEMENTARY SCHOOL,1 BROWN ST WEST WARWICK RI 02893,Food Service (Non-Profit),FSV29144,09-29-2025,Routine,5,0,"55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
255,MAISIE QUINN ELEMENTARY SCHOOL,1 BROWN ST WEST WARWICK RI 02893,Food Service (Non-Profit),FSV29144,07-01-2025,Follow-up,3,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device"
255,MAISIE QUINN ELEMENTARY SCHOOL,1 BROWN ST WEST WARWICK RI 02893,Food Service (Non-Profit),FSV29144,03-03-2025,Routine,1,0,49 - non-food contact surfaces clean
255,MAISIE QUINN ELEMENTARY SCHOOL,1 BROWN ST WEST WARWICK RI 02893,Food Service (Non-Profit),FSV29144,01-02-2025,Follow-up,2,0,51 - plumbing installed: proper backflow device | 15 - food separated and protected
256,FRISKIE FRIES,751 HARTFORD AVE JOHNSTON RI 02919,Seats - Less than 50,FSV31772,09-29-2025,Routine,5,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 15 - food separated and protected | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean"
256,FRISKIE FRIES,751 HARTFORD AVE JOHNSTON RI 02919,Seats - Less than 50,FSV31772,07-01-2025,Environmental Complaint,3,0,"39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned"
256,FRISKIE FRIES,751 HARTFORD AVE JOHNSTON RI 02919,Seats - Less than 50,FSV31772,03-03-2025,Routine,5,2,"52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible"
256,FRISKIE FRIES,751 HARTFORD AVE JOHNSTON RI 02919,Seats - Less than 50,FSV31772,01-02-2025,Re-Inspection,5,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
257,SURF CLUB,337 THAMES ST UNIT 19 NEWPORT RI 02840,Seats - 50 or More,FSV32204,08-30-2025,Environmental Complaint,8,1,"55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
257,SURF CLUB,337 THAMES ST UNIT 19 NEWPORT RI 02840,Seats - 50 or More,FSV32204,07-01-2025,Routine,8,1,"52 - sewage & waste water properly disposed | 15 - food separated and protected | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean"
257,SURF CLUB,337 THAMES ST UNIT 19 NEWPORT RI 02840,Seats - 50 or More,FSV32204,03-03-2025,Routine,6,2,"51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean"
258,JACKYS GALAXIE RESTAURANT,100 TWIN RIVER RD LINCOLN RI 02865,Seats - Less than 50,FSV32656,09-29-2025,Routine,6,0,"55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
258,JACKYS GALAXIE RESTAURANT,100 TWIN RIVER RD LINCOLN RI 02865,Seats - Less than 50,FSV32656,07-01-2025,Re-Inspection,5,2,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device"
258,JACKYS GALAXIE RESTAURANT,100 TWIN RIVER RD LINCOLN RI 02865,Seats - Less than 50,FSV32656,04-02-2025,Environmental Complaint,2,0,22 - proper cold holding temperatures | 49 - non-food contact surfaces clean
259,WILLIAM M DAVIES JR CAREER AND TECHNICAL HIGH SCHOOL,50 JENCKES HILL RD LINCOLN RI 02865,Food Service (Non-Profit),FSV33214,08-30-2025,Routine,6,2,"49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures"
259,WILLIAM M DAVIES JR CAREER AND TECHNICAL HIGH SCHOOL,50 JENCKES HILL RD LINCOLN RI 02865,Food Service (Non-Profit),FSV33214,07-01-2025,Routine,6,1,"10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 15 - food separated and protected"
259,WILLIAM M DAVIES JR CAREER AND TECHNICAL HIGH SCHOOL,50 JENCKES HILL RD LINCOLN RI 02865,Food Service (Non-Profit),FSV33214,04-02-2025,Environmental Complaint,6,1,"10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 15 - food separated and protected | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean"
259,WILLIAM M DAVIES JR CAREER AND TECHNICAL HIGH SCHOOL,50 JENCKES HILL RD LINCOLN RI 02865,Food Service (Non-Profit),FSV33214,12-03-2024,Environmental Complaint,0,0,None
260,426 WELLNESS LLC,426 METACOM AVE WARREN RI 02885,Seats - Less than 50,FSV33899,08-30-2025,Routine,6,2,"39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 15 - food separated and protected"
260,426 WELLNESS LLC,426 METACOM AVE WARREN RI 02885,Seats - Less than 50,FSV33899,06-01-2025,Routine,5,2,"51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display"
260,426 WELLNESS LLC,426 METACOM AVE WARREN RI 02885,Seats - Less than 50,FSV33899,04-02-2025,Environmental Complaint,6,1,"49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 15 - food separated and protected | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed"
261,GOLDEN HOUSE RI INC,485 BRANCH AVENUE PROVIDENCE RI 02904,Seats - Less than 50,FSV34771,09-29-2025,Environmental Complaint,4,2,"22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected"
261,GOLDEN HOUSE RI INC,485 BRANCH AVENUE PROVIDENCE RI 02904,Seats - Less than 50,FSV34771,07-01-2025,Re-Inspection,3,0,"39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 51 - plumbing installed: proper backflow device"
261,GOLDEN HOUSE RI INC,485 BRANCH AVENUE PROVIDENCE RI 02904,Seats - Less than 50,FSV34771,03-03-2025,Re-Inspection,4,1,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible"
262,EXCEL ACADEMY RHODE ISLAND,622 WOONASQUATUCKET AVE NORTH PROVIDENCE RI 02911,Food Service (Non-Profit),FSV35514,09-29-2025,Environmental Complaint,8,2,"10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean"
262,EXCEL ACADEMY RHODE ISLAND,622 WOONASQUATUCKET AVE NORTH PROVIDENCE RI 02911,Food Service (Non-Profit),FSV35514,06-01-2025,Routine,6,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display"
262,EXCEL ACADEMY RHODE ISLAND,622 WOONASQUATUCKET AVE NORTH PROVIDENCE RI 02911,Food Service (Non-Profit),FSV35514,04-02-2025,Routine,8,0,"10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean"
262,EXCEL ACADEMY RHODE ISLAND,622 WOONASQUATUCKET AVE NORTH PROVIDENCE RI 02911,Food Service (Non-Profit),FSV35514,12-03-2024,Environmental Complaint,2,0,"55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean"
263,WEDGE,279 WATER ST UNIT 3 WARREN RI 02885,Seats - Less than 50,FSV35729,08-30-2025,Environmental Complaint,6,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible"
263,WEDGE,279 WATER ST UNIT 3 WARREN RI 02885,Seats - Less than 50,FSV35729,07-01-2025,Environmental Complaint,4,1,"52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean"
